Id,Text,Tags,Label,LabelNum,createTime
10094562,"Silverlight: Programmatically open and read XAML file? I found how to programmatically parse/load a XAML string by using XamlReader.Load(), however if I were to have a user drag/drop a "".xaml"" file onto my Silverlight application, how would I go about parsing that file to a XAML file and reading in the contents as a string to serve up to the XamlReader.Load() method. Or is there a more efficient/better way through using reflection? I'd like to allow the user to use a ""silverlight for dummies"" silverlight designer (within reason) to design a simple control. (i.e. a label and a textbox). Then save this or export it as a XAML file (or maybe I can simply have them save it as a TXT file?) Then they'd drop this file into my Silverlight application and it would parse the text into a XamlReader.Load(), then I can add my newly programmatically created object to a listbox. I have the logic for drag/drop file and for loading up the XAML string, but that middle point of getting the contents of a "".xaml"" file is what I'm confusing myself on... EDIT @nicholas, that's exactly what I went with. I don't know what was going on yesterday but I think I just had a major 'brain-fart'. This is how I ended up going: (still have some cleanup and refactoring, but this was to test)",|silverlight|parsing|xaml|io|,Others,5,2012-04-10T18:44:05.660
10445688,Changing the routes for named parameters in CakePHP I have the following two routes which make the url show page 1 of the recent filter on index method of my posts controller and also allow paging like: by using the * on the next route. As you can see I call page 1 on the first route so that I don't get duplicate urls for page 1. However I would like to make it so that named params do this instead: but how do I do it? I've looked around the docs but don't seem to see anything about doing this... Also is it possible to turn off named parameters in favour of query strings? I'm using CakePHP 2.1 if it matters.,|php|cakephp|,Others,5,2012-05-04T08:53:39.760
10999415,Facebook login/logout buttons on Facebook App using PHP I created an app on my website that uses facebook to post photos my facebook albums using PHP. I would like to further enhance it by doing the following: In order to use the app - I would like a login/logout (I think this can be done but I do not know how) In order for the visitors to use the app the would have to have pressed 'Like' on my page to use this app. Thank you.,|php|facebook|facebook-graph-api|,Others,5,2012-06-12T15:04:57.003
11221072,How JPA transactions works Following code gets executed whenever I want to persist any entity. Things seems to be working fine but I fail to understand how it works ! The EntityManager above is a single instance shared by whole application. After starting the transaction; I just say em.persist(entity).. How does hibernate know it belongs to which transaction ! Suppose there are 10 concurrent users on my application and all 10 threads executing above code. So 10 independent transactions are getting created and committed. But all 10 different entities I am not associating them with their respective transactions; so how is JPA able to work it out ! Based on answers; we have below; are we saying that we should have an EntityManager instance per thread ? Will that not be a kill on the server ! Should we be pooling these instances ? Will it not be equal to again implementing sort of Connection Pooling ?,|hibernate|jpa|transactions|jpa-2.0|,Others,5,2012-06-27T07:09:49.497
11693256,"How to make a row of a datagrid bold if that rows item is true? So let say I have a custom class: and in main I have something like: So it is just a simple table with 2 columns, width and height. How would I make a row appear to be bold based on the bool value isBold? In my example above, the row 20x100 should appear to be bold in the table, where 100x200 should NOT be bold. Can I do this?",|c#|wpf|datagrid|,Others,5,2012-07-27T18:05:06.143
11818602,"What's wrong with this regular expression to find URLs? I'm working on a JavaScript to extract a URL from a Google search URL, like so: Right now, my code looks like this: I've ran this through a couple regex testers and it seems to work, but in practice the string I get returned looks like this: So where's that trailing coming from? I know my pattern isn't super robust but please don't suggest better patterns to use. I'd really just like advice on what in particular I did wrong with this one. Thanks!",|javascript|regex|,Others,5,2012-08-05T17:40:39.803
12304602,"Safely access data in MemoryStream Assume that I have a and function that operates on bytes. Current code is something like this: I can not change but I would like to minimize possibility of changing stream data from within the . How could / should I rewrite the code to be sure that stream data won't be changed? Or this can't be done? EDIT: I am sorry, I didn't mention that a I would like to not make copies of data.",|c#|arrays|memorystream|,Others,5,2012-09-06T16:40:47.197
13635963,"Ordering multiple Asynchronous JSON parses from website Quick brief of what I'm doing: I have two arrays, they both contain 50% of the information for a table view. Why? Because one of the arrays pulls current information from the internet, while the other array has saved user data. I had no idea as to how to get current information from the internet in a non messy way, as I'm an amateur to objective-C let alone networking in Objective-C. Anyway, so the internet Array is pulling information that corresponds to the objects in the saved array (saved in Core Data) using AFNetworking. It's therefore Asynchronous, which I want. Now here comes the problem, or at least what I can garner from the situation. I'm doing a for loop that effectively counts through the objects in the saved array and passes the unique ID for each object so that the corresponding information from the internet can be downloaded, parsed and added to the internet array. However, since the networking is Asynchronous, the loop is effectively downloading all the information from the internet at once. Therefore the objects are being written to the internet array in order of which downloaded first. Therefore savedArray[0] does not correspond to the object in internetArray[0]. This is a pretty big flaw as you can imagine, as when I'm inserting the values into my tableView, nothing really matches up/makes sense. I'm really looking for a way to postpone the downloading of the information, until the previous download has been completed and added to the internetArray, how on earth do I do this? Now for the code. Here is where I get the appropriate key: And here is where I actually get the information (simplified for the sake of space): Finally, in the cellForRowAtIndexpath, I these use both: & To get the values for the cell. Sorry for the massively large wall of text. I'm not really good enough to explain things efficiently, often getting tongue-tied on the terminology and having to resort to making up my own exmaples. Any help with ordering this mess and I'd be really grateful. Regards, Mike.",|iphone|objective-c|ios|,Others,5,2012-11-29T22:30:56.543
14546804,"Better way to expose methods I'm writing a database manager layer of a web service. I have to decide ho to implement my library: this is the situation. I have a class, PersistenceUnit: that start my db service and allow me to connect to it. What I want is to write class that implement persistence method, like addUser(...), or deleteFile(...) and so on. My doubt is how to realize these method. Because I have two big classes of operations (one on users and the other on files) I thought to create to class (User and File) and to implement public static method on them, or, and is the same, create two singleton.then the application layer will have to call method without having to create and destroy object each time. Is this a good way to realize my layer? Is, in this way, well handled concurrency, or is there a better way (perhaps a pattern) to maximize performance and multithreading? Certainly this is not a memory-bound layer, because upper layer doesn't have to continuously create object. Thank you",|java|web-services|architecture|database-management|,Others,5,2013-01-27T11:19:19.250
16041268,"changing textureRect of a CCSprite created by CCRenderTexture I have a which gradually needs to be exhausted linearly from one end, lets say from left to right.For this purpose ,I am trying to change the property of the sprite so that the part that got exhausted from one end is 'outside' the displaying frame of the sprite. I did this sort of thing before with a sprite that gets loaded from a spritesheet.And it worked perfectly.But I created this using and by changing the property,the entire sprite gets disappeared. The first image is the original CCSprite which I get from CCRenderTexture.The second image shows what I want to achieve.The black dotted rectangular portion of the Sprite needs to be omitted out.Only the blue dotted portion of the sprite needs to be displayed.Essentially,this blue dotted rectangle is my textureRect. Is there any way how I could make my sprite reduce from one end. Also is there any difference between a sprite created normally,and one created using .",|cocos2d-iphone|,Others,5,2013-04-16T15:39:04.670
16914015,"accessing a file in /sdcard/udisk returns permission denied. file.exists() return false all the time I'm trying to check (with java code) if a file under /sdcard/udisk exists and if yes, then I'll copy it to other place where I need it. when I run ls -l on the directory i see it's permissions are weird: and I'm writing my code in the system server which doesn't have root permissions it has 1000. anyway I don't know what to do in here, how can I gain permissions for that? I tried to change permissions for /mnt/sdcard/udisk by hand chmod 777... didn't help. exists() always returns false, even though on adb shell you see the folder does exist.",|java|android|sdk|permissions|,Others,5,2013-06-04T09:17:03.167
17318380,Code not working in google chrome but works fine with Mozilla i am working on this fiddle with cookies. Here is the link . but it works fine with Mozilla for the first time. when i delete all the cookies but when ever i reopen the page it goes directly to the second div which has to be displayed after the button click from the first div. as well as the second div must be shown and first div must be hidden when refreshed. and even this does not work for chrome in any ways. any idea or suggestions to improve. thanks in advance. here is my code:,|javascript|jquery|google-chrome|cookies|mozilla|,Others,5,2013-06-26T11:06:23.230
19068921,"The method startActivity(Intent) is undefined for the type MyFileObserver I am trying to start an activity, when a file is inserted into sdcard. For that, I want to start a helloworld.java activity(dummy one). I am getting 'undefined' error at startActivity() method. The Eclipse highlights the error code code with red underline. I have registered both the classes in manifest file. So no problem in manifest file. I am unable to get why it is undefined, and why FileObserver.onEvent() is not supporting startActivity(Intent) method. Thanks in advance.",|android|,Others,5,2013-09-28T16:11:40.410
20180074,Login with facebook and dynamic fragments I got an app where you need to log in and then you will go to the other fragment. Now all the tutorials i saw are with static fragments and I don't want that because I need to refresh a fragment. Now because I don't find any good dynamic fragments tutorial with facebook login I'm just going to ask it here. Can anybody help me because I'm stuck for more then 2 days and it gets really frustrating this is what I have : And the layout is:,|java|android|facebook|android-fragments|fragment|,Others,5,2013-11-24T19:46:31.117
21336372,"add background image to themeroller theme I am new here and I search for a solution but diddnt find a solution. I am working on a web app with T/roller theme and I need to set a background image to over ride the theme swatch I have it working with the following js but the swatch colour shows for a second before the image shows, image is called on page load I need a way to override to theme I suppose the question I am asking really is, is there a way to add an image to the theme that will over ride the swatch colour. thx for reading",|css|themeroller|,Others,5,2014-01-24T15:28:49.377
21954857,preg_match dumps empty array Given that I have url I want to get value . Somehow I get two empty strings on my . Output: What am I doing wrong here?,|php|regex|,Others,5,2014-02-22T13:17:44.850
22860931,strings in c automatically concatenates the flight_arr[].fcode concatenates with the srccity I don't know why all the values of the structure array was initialized before going to this function and in this function no other function was used to concatenate any strings please help!,|c|arrays|string|struct|linked-list|,Others,5,2014-04-04T11:00:20.883
23861804,"I want to create a bootstrap gallery that users can upload to I am building a minecraft website for my server, the website is mainly built using the bootstrap api, I want to have a gallery on the website that trusted players can login and upload screenshots and have them automatically added to the gallery. Im guessing I need some sort of CMS, I am hoping to achieve something that looks like this http://blueimp.github.io/Gallery/ but some way to upload pictures into it",|twitter-bootstrap|upload|content-management-system|gallery|,Others,5,2014-05-26T02:08:38.823
24653383,"Why this code doesn't work - Debug Current Istruction Pointer issue I have been trying to fix this code. The problem is to find the number equivalent for a string, following the rule that the alphabetic series are in Fibonacci series so on. Ex. ABC=0+1+1=2(the output). When I run the code, it shows me a Debug Current Instruction Pointer inside a for loop. What is wrong and why?",|java|debugging|,Others,5,2014-07-09T12:12:27.103
24799699,How to align select tag option container in HTML? I want to align the option container match with the select tag. I don't use any margin (or) padding as of now but still my dropdown options is shown as below: Option container is aligned bit left.,|html|css|html-select|,Others,5,2014-07-17T09:27:42.477
26098386,"Using DateColumnGenerator I'm working on a task where I have to show the content to a folder inside a vaadin table: Now I would want to remove the hours, minutes and second from last update column, but I'm not able to do this. Try to describe my situation a little bit better: I'm making the table in this way: And I'm filling my table in this way: Usually I solve this proble adding a DateColumnGenerator at the property, but now doesn't work. If I add the following line of code: no item is added. How can I solve this problem?",|vaadin|vaadin7|,Others,5,2014-09-29T11:04:04.363
26354811,"on TabHost Change Fragment not loading I am working on an App which has 3 Tabs using TabHost inside FragmentActivity and i called them like Now two of the tab have viewpager to show fragments like this Now one of the fragment is showing data in Listview and another a graph. When i run application first time, and change tab it works fine. But when i switch back, the fragment show nothing. It dosen't load the data except showing the viewpager. I feel, i am following a wrong way or missing something. Please help..i am new to fragments..",|android|android-fragments|android-viewpager|android-tabhost|,Others,5,2014-10-14T07:18:07.427
26590582,"Using DispatcherTimer Frequently update to GUI on Windows Phone 8.1 I have an problem that wp8.1 to frequently updating to GUI. I am in a situation that I will receive a update from a async task in a unspecified time, then I need to update GUI, the dispatcherTimer work good, but how can I adjust it in my situation and how do I know if the update is completed before I stop it?(that I dont know in what time I will receive the update, feels it should be a eventhandler like. I have tried using the Dispatcher to update those binded properties, but it failed somehow in a more frequently update situation)? Thank alot!",|.net|c#-4.0|winrt-xaml|windows-phone-8.1|,Others,5,2014-10-27T15:06:33.663
26852182,"Tons of blank MySql Rows/Pages Somehow somone exploited my site and has inserted inserted the 48 pages(about 1440 rows) of nothing? These images might help explain my issue As you can see in the first picture under rows, there is 2,530. There should only be about 1090 because 1440 of them are completely blank as shown on image 2 I have tried But none of these worked. Does anyone know how to remove these? Thanks Joel",|mysql|phpmyadmin|,Others,5,2014-11-10T20:12:20.407
28672041,"Should I use std::shared pointer to pass a pointer? Suppose I have an object which is managed by an . Other parts of my code need to access this object. What is the right solution to pass the pointer? Should I just pass the plain pointer by or should I use and pass an instead of the at all? I have some preference for the because the owner of that pointer is actually responsible for cleanup. If I use a shared pointer, there's a chance that the object will remain alive due to a shared pointer even when it should actually be destroyed. EDIT: Unfortunately, I forgot to mention that the pointer will not just be a an argument to a function call, but it will be stored in other objects to build up a network structure of objects. I do not prefer the shared pointer because then it's no longer clear, who actually owns the object.",|c++|pointers|c++11|smart-pointers|,Others,5,2015-02-23T10:52:06.350
29460577,Don't show ReportViewer in DotNetNuke 7 I have a problem with displaying the reportviewer on the page under the platform DNN 7. Element is not visible but is initialized and loaded on the page. MS VS2103. Code of reportviewer,|dotnetnuke|reportviewer|,Others,5,2015-04-05T18:12:59.023
29699484,"Use an HR tag to resize a textarea I'm trying to create a resizable textarea with an horizontal rule as handle (similar to Stackoverflow editor). I'm trying with : and But this does not works. Nothing happens actually. How to fix this? FYI, there is a JSfiddle that reproduces the issue.",|jquery|html|css|jquery-ui|jsfiddle|,Others,5,2015-04-17T12:39:26.330
30440710,Attributed string 'Google' contains NSLinkAttributeName. Removed I am developing application in apple Watch. I am using label and adding text as link. On that link i want to implement phone call event. I am using following code. but I am getting following error. please help me out Thanks in Advance,|ios|watchkit|apple-watch|wkinterfacelabel|,Others,5,2015-05-25T14:34:13.970
31226121,"Week beginning and end PHP Say I wanted to get the week beginning and ending, for example: Is this the right way to do it?",|php|date|,Others,5,2015-07-05T00:05:47.203
31556268,"How to use keras for XOR I want to practice keras by code a xor, but the result is not right, the followed is my code, thanks for everybody to help me. Output",|python|neural-network|xor|keras|,training,2,2015-07-22T07:13:16.683
31627380,Trying Kaggle Titanic with keras .. getting loss and valid_loss -0.0000 Hi I am getting weird results for the following code for the problem posted here ( https://www.kaggle.com/c/titanic ) - I am getting following results : I am trying to create a simple 3 layer network. Totally basic code. I have tried these kind of classification problems before using keras on kaggle. But this time getting this error. Is it overfitting due to less data. What I am missing ? Can someone help ?,|python|keras|kaggle|,model,0,2015-07-25T14:17:47.200
31880720,How to prepare a dataset for Keras? Motivation To run a set of labeled vectors through Keras neural network. Example Looking at Keras dataset example mnist: It seem to be a 3 dimensional numpy array: 1st dimension is for the samples 2nd and 3rd for each sample features Attempt Building the labeled vectors: The training code Result Why do I get such a bad result for such a simple dataset? Is my dataset malformed? Thanks!,|python|machine-learning|keras|,model,0,2015-08-07T14:52:07.220
32501557,CMakeLists dependencies between other subdirectories This is the hierarchy of my project. b's files depend on a's files and c's files depend on a's and b's files. I want to make an executable from test.c. How should I write the CMakeLists.txt?,|cmake|,Others,5,2015-09-10T12:12:27.750
33702251,"tensorflow loss minimization type error I have a loss function implemented in TensorFlow that computes mean squared error. All tensors being used to compute the objective are of type float64 and therefore the loss function itself is of dtype float64. In particular, However, when I attempt to minimize I obtain a value error with respect to type of the tensor: I don't understand why the expected dtype of the tensor is a single precision float when all variables leading up to the computation are of type float64. I have confirmed that when I coerce all variables to be float32 the computation executes correctly. Does anyone have any insight as to why this could be happening? My computer is a 64bit machine. Here is an example that reproduces the behavior",|tensorflow|,api,4,2015-11-13T21:42:58.673
33711427,"TensorFlow initializing Tensor of ones So suppose I have a tensor So that I know the number of columns but not the number of rows. I need to initialize a vector of ones of dimension Now the following block of code does not work, Nor does, Now, I have found that one way to get around this is to actually make my vector of ones a placeholder, And to pass in a numpy array of ones of appropriate size in my . But this solution strikes me as inelegant and not the intended use of a placeholder. I could be wrong here, but surely there's a better way.",|python|tensorflow|,tensor,1,2015-11-14T17:48:40.237
33712178,"Tensorflow NaN bug? I'm using TensorFlow and I modified the tutorial example to take my RGB images. The algorithm works flawlessly out of the box on the new image set, until suddenly (still converging, it's around 92% accuracy usually), it crashes with the error that ReluGrad received non-finite values. Debugging shows that nothing unusual happens with the numbers until very suddenly, for unknown reason, the error is thrown. Adding as debug code to each loop, yields the following output: Since none of my values is very high, the only way a NaN can happen is by a badly handled 0/0, but since this tutorial code doesn't do any divisions or similar operations, I see no other explanation than that this comes from the internal TF code. I'm clueless on what to do with this. Any suggestions? The algorithm is converging nicely, its accuracy on my validation set was steadily climbing and just reached 92.5% at iteration 8600.",|nan|tensorflow|,training,2,2015-11-14T19:01:58.087
33773074,"Data sending error in socket I have made simple server and client in c.Client waits for server until server is started.When i start the server data transmission between server and client is happening as per my expectation.When i close the server(not client) and again restarts the server,the first string from client to server is not transmitting.and then afterwards the client can send strings to server.So after restarting server client can't transmit first string to server. Here is my client code(client.c), here is my server code(server.c), here is client.config file(which is used be client to get ip,port of server) This is my output of client when server is first time connected, Above output is as per my expectation. Now below is my output of client when server is reconnected(server is disconnected ,and then started again) So in above output client can't write first string to server.",|c|multithreading|sockets|,Others,5,2015-11-18T06:19:42.557
33859864,"How to create custom objective function in Keras? There are many objective functions in Keras here. But how can you create your own objective function, I tried to create a very basic objective function but it gives an error and I there is no way to know the size of the parameters passed to the function at run time. I am getting 2 contradicting errors, It says cost or loss returned in the function must be a scalar but if I change the line 2 from loss = T.vector('float64') to loss = T.scalar('float64') it shows this error",|python|keras|,training,2,2015-11-22T20:35:39.867
33969059,"Trying to get simple Keras neural net example to work I've been fooling-around trying to get simple examples that I create working, because I find the examples given with large complicated datasets to be hard to grasp intuitively. The program below takes a list of weights and uses them to create a random scattering of points on a plane with some random noise added in. I then train the simple neural nets on this data and check the results. When I do this with the Graph models everything works perfectly, the loss score goes down to zero predictably as the model converges on the weights given. However, when I try to use a sequential model, nothing happens. Code below If you want I can post my other script that uses the Graph instead of sequential and show that it finds the input weights perfectly. The output is as follows",|python|neural-network|theano|keras|,model,0,2015-11-28T07:57:29.503
34037661,"Any restrictions on pthread attributes creation? Following program is unable to assign the attributes in pthread. When I tried creating pthread_attr_setschedpolicy with other than SCHED_FIFO, then I'm unable to set the thread attributes successfully. Similar case with PTHREAD_SCOPE_SYSTEM scope. What is wrong with current creation of thread? How can I schedule the thread at particular time/event?",|multithreading|pthreads|scheduling|timing|,Others,5,2015-12-02T08:07:44.583
34311586,"Cannot train a neural network solving XOR mapping I am trying to implement a simple classifier for the XOR problem in Keras. Here is the code: I tried changing the number of epochs, learning rate, and other parameters. But the error remains constant from the first to the last epoch. How do you train this network in Keras? Also, is there a better library for implementing neural networks? I tried PyBrain, but it has been abandoned, tried scikit-neuralnetwork but the documentation is really cryptic so couldn't figure out how to train it. And I seriously doubt if Keras even works.",|python|neural-network|keras|,model,0,2015-12-16T12:05:02.787
34328233,"Feeding parameters into placeholders in tensorflow I'm trying to get into tensorflow, setting up a network and then feeding data to it. For some reason I end up with the error message . I made a minimal example of what I'm trying to do: Basically, I'm setting up a network with place holders and a sequence of input embeddings that I want to learn, and then I try to run the network, feeding the input embeddings into it. From what I can tell by searching for the error message, there might be something wrong with my , but I can't see any obvious mismatches in eg. dimensionality. So, what did I miss, or how did I get this completely backwards? EDIT: I've edited the above to clarify that the input represents embeddings that need to be learned. I guess the question can be asked more sharply as: Is it possible to use placeholders for parameters?",|python|tensorflow|,api,4,2015-12-17T06:44:35.813
34673164,"How to train and tune an artificial multilayer perceptron neural network using Keras? I am building my first artificial multilayer perceptron neural network using Keras. This is my input data: This is my code which I used to build my initial model which basically follows the Keras example code: Output: How do I train and tune this model and get my code to output my best predictive model? I am new to neural networks and am just wholly confused as to what is the next step after building the model. I know I want to optimize it, but I'm not sure which features to tweak or if I am supposed to do it manually or how to write code to do so.",|python|machine-learning|neural-network|keras|,training,2,2016-01-08T09:08:51.620
34775522,"Tensorflow multiple sessions with multiple GPUs I have a workstation with 2 GPUs and I am trying to run multiple tensorflow jobs at the same time, so I can train more than one model at once, etc. For example, I've tried to separate the sessions into different resources via the python API using in script1.py: in script2.py: in script3.py If I run each script by itself I can see that it is using the specified device. (Also the models fit very well into a single GPU and doesn't use another one even if both are available.) However, if one script is running and I try to run another, I always get this error: It seems each tensorflow process is trying to grab all of the GPUs on the machine when it loads even if not all devices are going to be used to run the model. I see there is an option to limit the amount of GPU each process uses ...I haven't tried it, but this seems like it would make two processes try to share 50% of each GPU instead of running each process on a separate GPU... Does anyone know how to configure tensorflow to use only one GPU and leave the other available for another tensorflow process?",|gpu|tensorflow|,gpu,3,2016-01-13T19:36:19.350
34900246,"Tensorflow: Passing a session to a python multiprocess I'm using tensorflow to preprocess some large images. I was having a problem where the memory was rapidly collapsing. I turned to use multiprocessing in python so the memory would free up entirely whenever I want. The thing is, I'm using python's multiprocess queues and for some reason unknown I can't pass my tensorflow session from my parent process to the children. Using some advanced debugging techniques (i.e. printing something every few lines) I noticed that python just goes idle inside the line where I make use of the session, it doesn't throw an error message. My code looks something like this: What could be the problem? Many thanks!",|python|python-2.7|python-multiprocessing|tensorflow|,api,4,2016-01-20T12:34:48.727
35068723,"MySQL - Grouping multiple rows where criteria is the same I have a table of movie ratings that contains millions of rows containing userid's, movieid's and ratings. I'm trying to figure out a way of grouping together userId's that contain matching sets of movieId's. Ideally I want the query to only find matches if they have at least 5 movieId's in common and if the rating is above 4, but I've simplified it for this example. In the instance above, userId 1 and 2 would be the only users that match as they both contain the same movieIds. I need a statement that would essentially replicate this. Thanks in advance for any help.",|php|mysql|grouping|rows|,Others,5,2016-01-28T18:01:47.593
35413618,"TensorFlow: PlaceHolder error when using tf.merge_all_summaries() I am getting a placeholder error. I do not know what it means, because I am mapping correctly on ... I provide here a fully functional MWE reproducing the error: The error: If I remove the or remove from then it runs okay. This looks similar to this post: Error when computing summaries in TensorFlow However, I am not using iPython...",|python|neural-network|tensorflow|,api,4,2016-02-15T15:52:35.397
35803842,"XCUITesting for permission popup: alert appears, but UIInterruptionMonitor does not fire I would like to write a test like so: When my app goes to a certain pane, it should request permission to use the camera. I want to test whether or not the pane appears. I am using XC's builtin UITest framework to do this. Per what I found on google and here, it seems like I should do the following: The test began with failing, great. I implemented goToCameraPage, which correctly causes the ""give permission"" popup to appear. However, I would expect this to trigger the interruption monitor. No such interruption is caught, however, and fulfillment does not occur. I read somewhere that you should do after the dialog appears. However, when I do that, it clicks the ""allow"" button. The dialog disappears and still no interruption is handled. Is there some way in which permission dialogs are not considered ""alerts"" or can't be handled? I even went in and replaced the interruption bit with a thing which just looks at , but that turns out to be empty, even as I'm looking right at the popup in Simulator. Thanks! I am using Xcode7.2, iOS 9.2 simulator for iPhone 6s.",|ios|swift|xcode-ui-testing|xcode7.2|,Others,5,2016-03-04T18:51:28.830
35968973,"Keras IndexError: indices are out-of-bounds I'm new to Keras and im trying to do Binary MLP on a dataset, and keep getting indices out of bounds with no idea why. Error: Does anyone have any idea why this is happening? Im able to run other models just fine",|neural-network|theano|keras|,api,4,2016-03-13T10:10:21.217
36007883,"TensorFlow: ""Attempting to use uninitialized value"" in variable initialization I am trying to implement multivariate linear regression in Python using TensorFlow, but have run into some logical and implementation issues. My code throws the following error: Ideally the output should be",|python|machine-learning|linear-regression|tensorflow|,api,4,2016-03-15T09:55:38.467
36136562,"Wrong number of dimensions on model.fit I'm trying to run this SimpleRNN: The error is on model.fit, as you can see below: The error is telling me it's got the wrong number of dimensions, it should be 3 and it has only got 2. What are the dimensions it is referring to?",|python|keras|recurrent-neural-network|,tensor,1,2016-03-21T16:27:42.973
36350984,"how to use grunt concurrent module? i am using grunt concurrent i have this error, it is not executing properly. i have this output , i need properly execute one by one task using grunt-concurrent. Can you help me? can you give some code ? How to run custom task run via concurrent?",|gruntjs|grunt-concurrent|,Others,5,2016-04-01T07:57:21.437
36565430,"Adding multiple layers to TensorFlow causes loss function to become Nan I'm writing a neural-network classifier in TensorFlow/Python for the notMNIST dataset. I've implemented l2 regularization and dropout on the hidden layers. It works fine as long as there is only one hidden layer, but when I added more layers (to improve accuracy), the loss function increases rapidly at each step, becoming NaN by step 5. I tried temporarily disabling Dropout and L2 regularization, but I get the same behavior as long as there are 2+ layers. I even rewrote my code from scratch (doing some refactoring to make it more flexible), but with the same results. The number and size of layers is controlled by . What am I missing?",|python|neural-network|tensorflow|deep-learning|,model,0,2016-04-12T06:42:40.600
36597936,Remove Eclipse menu option I want to remove an Eclipse menu option (Amazon Web Services),|eclipse|amazon-web-services|,Others,5,2016-04-13T12:10:47.580
