Id,Answer,Label,Time
56103207,Training,training,5.823741912841797
56218256,Model,model,3.0980277061462402
56315726,API,api,3.496124029159546
56341753,Training,training,4.066022634506226
56380303,Model,training,3.2225565910339355
56745316,GPU Usage,gpu,3.3064913749694824
56774954,Model,model,4.5458900928497314
56999493,GPU Usage,gpu,3.928922653198242
57082306,Tensors&Inputs,tensor,3.3124165534973145
57188409,GPU Usage,gpu,4.218458890914917
57253395,GPU Usage,gpu,3.7387800216674805
57266256,API,api,3.3860971927642822
57326611,Training,model,4.2760467529296875
57328548,GPU Usage,gpu,4.7044219970703125
57397440,Training,model,3.409590721130371
57407973,Training,model,3.7073593139648438
57618482,Training,training,3.5819711685180664
57849535,GPU Usage,gpu,3.1956846714019775
57943425,Model,model,3.8034560680389404
58043002,Training,model,5.9305713176727295
58064701,Training,model,3.783949851989746
58051767,Model,model,4.437215328216553
58055105,Model,model,2.521822929382324
58136592,API,tensor,3.2253334522247314
58237726,Training,training,4.480065822601318
58333926,Training,model,3.980027675628662
58343317,GPU Usage,gpu,3.605980396270752
58392266,Training,model,5.700396299362183
58572274,Model,model,3.774199962615967
58581464,GPU Usage,gpu,3.790476083755493
58609115,Tensors&Inputs,model,5.247473955154419
58693786,API,api,3.870441198348999
58730110,GPU Usage,gpu,4.819246292114258
58844149,Training,model,5.284998655319214
59078187,Model,model,5.475858211517334
59278771,Training,model,3.5045974254608154
59282996,Model,training,5.458569288253784
59325381,Tensors&Inputs,training,9.77916169166565
59416289,Tensors&Inputs,tensor,3.444258689880371
59473949,GPU Usage,gpu,4.078879356384277
59486265,GPU Usage,gpu,3.1597073078155518
59732129,GPU Usage,gpu,3.6452178955078125
59758722,Training,model,3.4434258937835693
60030329,API,api,3.298868179321289
60067039,API,api,4.895848751068115
60187732,GPU Usage,gpu,5.84334659576416
60355380,Model,model,4.5507495403289795
60351164,Training,training,3.8504862785339355
60421221,Tensors&Inputs,tensor,2.965135335922241
60472292,GPU Usage,gpu,5.704376935958862
60508218,Training,model,4.327044725418091
60574843,Training,model,4.173234224319458
60690327,API,api,3.814507007598877
60753759,Tensors&Inputs,tensor,4.408070087432861
60766775,Training,model,6.812459707260132
60801900,Model,model,3.441704273223877
60831731,Training,model,3.821272611618042
60874661,Model,model,3.0437543392181396
61122561,Training,training,5.0426506996154785
61234347,Model,model,2.7741024494171143
61274792,Training,model,2.982210636138916
61482878,GPU Usage,gpu,17.42740297317505
61498304,Training,model,3.935453176498413
61568463,Training,training,5.930624961853027
61561253,API,api,3.8086960315704346
61704401,Tensors&Inputs,tensor,4.134928464889526
61706535,Training,api,2.4672608375549316
61763616,Model,model,5.0602781772613525
61828821,Tensors&Inputs,api,3.9693946838378906
61781193,Training,model,4.200683116912842
61886777,Model,model,4.5576252937316895
61943896,Tensors&Inputs,tensor,4.546417951583862
61997645,Model,model,3.8863518238067627
62055783,API,model,4.660348653793335
62068109,Model,model,4.376893997192383
62163194,Tensors&Inputs,tensor,4.111032724380493
62313327,Training,model,3.264735460281372
62386631,API,api,4.37773585319519
62486779,API,api,6.002767324447632
62440336,Training,model,4.089478969573975
62600335,GPU Usage,gpu,6.172579765319824
62612226,GPU Usage,gpu,3.0205461978912354
62780158,GPU Usage,gpu,4.584022521972656
62887574,GPU Usage,gpu,4.944007158279419
62957334,Training,model,3.500800371170044
63008865,GPU Usage,gpu,6.319164276123047
63073170,API,training,4.433190107345581
63083555,Training,training,3.8208131790161133
63188879,API,api,4.444798231124878
63206710,API,model,4.098135232925415
63176966,API,api,4.374513149261475
63200848,Tensors&Inputs,training,3.0575098991394043
63204176,API,api,3.338127851486206
63235060,API,api,3.642983913421631
63212385,Training,model,4.307554721832275
63421764,GPU Usage,gpu,4.346987724304199
63515767,GPU Usage,gpu,5.235780954360962
63566232,Tensors&Inputs,tensor,3.8685128688812256
63871643,GPU Usage,gpu,5.776278018951416
64193633,GPU Usage,gpu,3.4787912368774414
64237179,Training,model,3.886000871658325
64395424,Training,model,3.375490188598633
64387251,Training,model,3.915869951248169
64413907,Training,model,3.4519965648651123
64576751,API,api,4.722869634628296
64601301,Tensors&Inputs,tensor,3.819528579711914
64777195,Tensors&Inputs,tensor,3.147001266479492
64809589,GPU Usage,gpu,2.963334560394287
64958934,GPU Usage,gpu,3.8562684059143066
65204482,Training,training,5.511152505874634
65228352,Model,model,3.9017014503479004
65225612,GPU Usage,gpu,3.9355056285858154
65434193,GPU Usage,gpu,2.919506788253784
65522548,Training,training,15.263576984405518
65503731,GPU Usage,gpu,4.2594006061553955
65669308,Model,model,4.225557804107666
65679823,GPU Usage,gpu,5.6396644115448
65777704,Training,model,3.5492420196533203
65801034,Tensors&Inputs,api,4.125760316848755
65889068,Tensors&Inputs,model,4.730721473693848
65993928,Tensors&Inputs,tensor,4.636886835098267
66015472,API,api,3.2283732891082764
66059474,Tensors&Inputs,tensor,6.0503928661346436
66087653,Model,model,3.9206669330596924
66235657,Model,model,5.097165822982788
66260320,Tensors&Inputs,api,3.8554270267486572
66370996,Tensors&Inputs,tensor,5.243191719055176
66407123,Training,model,2.8501436710357666
66493943,GPU Usage,gpu,5.341052770614624
66472843,Tensors&Inputs,tensor,4.843115568161011
66489112,API,api,3.8652350902557373
66524542,API,api,3.426854372024536
66600362,GPU Usage,gpu,3.9901485443115234
66625138,GPU Usage,gpu,4.076222896575928
66623226,GPU Usage,gpu,5.757699966430664
66602662,Model,model,3.8159830570220947
66688358,GPU Usage,gpu,3.7561564445495605
66720543,Tensors&Inputs,tensor,5.008624315261841
66801280,GPU Usage,gpu,5.240974187850952
66840108,Tensors&Inputs,model,3.0179286003112793
66900639,GPU Usage,gpu,4.113245964050293
67045622,GPU Usage,gpu,4.928705453872681
67519746,Model,tensor,4.1726977825164795
67529687,Training,model,4.718177795410156
67730059,API,model,4.2175514698028564
68011125,API,api,5.890007495880127
68038676,Tensors&Inputs,api,5.032036066055298
68062571,Tensors&Inputs,tensor,5.436098575592041
68101077,Training,model,3.3514301776885986
68152276,API,api,5.188039779663086
68283519,GPU Usage,gpu,4.738501071929932
68321264,Model,model,4.450319766998291
68458462,Training,model,4.354114055633545
68546140,GPU Usage,gpu,6.491569519042969
68670866,GPU Usage,gpu,4.287144899368286
68691256,API,api,3.712432861328125
68751439,Model,model,2.6573972702026367
68902851,GPU Usage,gpu,4.522627115249634
68905844,Tensors&Inputs,tensor,3.6768994331359863
68912706,GPU Usage,gpu,3.1951820850372314
68938619,Training,model,4.06436824798584
68962721,GPU Usage,gpu,5.151691436767578
69125887,GPU Usage,gpu,4.194376707077026
69137834,Tensors&Inputs,tensor,4.953177452087402
69203342,GPU Usage,gpu,2.622004508972168
69549126,Tensors&Inputs,api,3.808234930038452
69582900,GPU Usage,gpu,3.798245906829834
69660201,Tensors&Inputs,training,4.008647203445435
69704467,Tensors&Inputs,tensor,4.053754806518555
69787272,Model,model,3.8256101608276367
69901379,Training,model,2.6623432636260986
69919854,GPU Usage,gpu,2.531008243560791
69999033,Training,training,4.161433696746826
70115610,Training,training,2.9367034435272217
70148149,Model,model,5.124426364898682
70159221,Tensors&Inputs,api,4.531456470489502
70205917,GPU Usage,gpu,2.9003376960754395
70233512,Tensors&Inputs,tensor,3.852973222732544
70316929,Tensors&Inputs,api,4.218859910964966
70373342,API,api,3.658134937286377
70542788,API,training,4.204359292984009
70554441,Training,training,5.581167221069336
70577039,GPU Usage,gpu,3.4490206241607666
70589997,Model,model,3.764639377593994
70607355,Training,training,3.4696624279022217
70817268,Training,training,3.8250255584716797
70890894,Tensors&Inputs,tensor,9.436935901641846
71014038,Training,training,4.3720691204071045
71159722,GPU Usage,api,3.73288631439209
71223747,Tensors&Inputs,api,3.8402516841888428
71457035,Training,model,3.7990005016326904
71514447,Training,training,2.678006172180176
71652014,API,api,8.805168390274048
71715697,Training,model,3.5955796241760254
71709778,API,tensor,4.209884881973267
71766129,GPU Usage,gpu,5.609196424484253
72099844,Tensors&Inputs,tensor,5.390017986297607
72198387,GPU Usage,gpu,5.528119802474976
72262957,Tensors&Inputs,tensor,6.623331308364868
72242669,API,tensor,2.9279696941375732
72344302,GPU Usage,api,3.741816282272339
72408888,GPU Usage,gpu,3.1273202896118164
72497840,Training,training,3.0143837928771973
72445866,GPU Usage,gpu,4.5496649742126465
72571288,GPU Usage,gpu,3.4393150806427
72676542,Model,model,4.992494344711304
72661641,Training,training,5.323574542999268
72744278,Tensors&Inputs,model,4.448535680770874
72791888,Tensors&Inputs,tensor,2.9767823219299316
72845812,API,api,3.6565358638763428
72872021,Tensors&Inputs,model,3.5783779621124268
72965428,Training,model,6.397993087768555
73019486,API,training,4.207681894302368
73144065,Training,training,5.278684616088867
73197501,Training,training,4.07394552230835
73229163,GPU Usage,gpu,3.997706651687622
73266661,Model,tensor,3.5271992683410645
73308371,Model,model,3.168408155441284
73361613,Training,training,4.27151894569397
73380197,Training,training,4.022326231002808
73445876,API,tensor,2.603299140930176
73543195,GPU Usage,gpu,3.5140106678009033
73567385,Model,model,3.507817268371582
73643887,GPU Usage,gpu,4.110130786895752
73656975,GPU Usage,gpu,3.77056622505188
73675303,GPU Usage,gpu,4.199345350265503
73849758,Tensors&Inputs,tensor,3.336132287979126
74065619,Tensors&Inputs,tensor,3.2162015438079834
74200607,Training,model,3.710014820098877
74376277,Tensors&Inputs,tensor,4.425275087356567
74610068,API,tensor,3.110015869140625
74743921,API,api,3.5255794525146484
74741897,Tensors&Inputs,tensor,3.753490686416626
74977873,Tensors&Inputs,tensor,3.8176300525665283
75251168,Tensors&Inputs,training,3.6259896755218506
75426868,GPU Usage,gpu,5.777255296707153
75424120,GPU Usage,gpu,4.49805474281311
75614728,GPU Usage,gpu,9.128032684326172
75644077,Tensors&Inputs,tensor,3.762228012084961
75728844,API,api,3.7573184967041016
75915809,Training,training,3.466815710067749
75929010,API,api,5.313378572463989
75948480,API,api,3.5295217037200928
76101948,GPU Usage,gpu,4.266188859939575
76134365,GPU Usage,gpu,3.652036666870117
76204465,GPU Usage,gpu,4.132289886474609
76199563,Tensors&Inputs,api,3.7508480548858643
76226936,API,training,5.611643314361572
76338180,Tensors&Inputs,tensor,5.367030382156372
76369850,GPU Usage,gpu,3.6655094623565674
76520092,Tensors&Inputs,tensor,5.17243504524231
76511182,API,api,3.629664182662964
76604686,GPU Usage,api,6.053893327713013
76807981,Training,training,4.745058536529541
76886837,API,api,4.195879697799683
77067838,Tensors&Inputs,tensor,3.836320638656616
77041713,GPU Usage,gpu,4.2993550300598145
77209413,Tensors&Inputs,tensor,3.938023805618286
77248509,GPU Usage,gpu,3.647132396697998
77400236,Tensors&Inputs,api,3.600461483001709
77656160,GPU Usage,gpu,7.551896333694458
77658529,Model,tensor,3.682210683822632
77772327,Tensors&Inputs,api,4.700672149658203
78008233,API,training,3.7365384101867676
78190915,API,api,3.1430163383483887
4903656,Others,Others,4.580995321273804
5332562,Others,Others,4.586686134338379
5706203,Others,Others,3.145991325378418
6506395,Others,Others,2.6423563957214355
6769050,Others,Others,4.406670093536377
6952108,Others,Others,4.2643983364105225
7528253,Others,Others,4.462418794631958
7977668,Others,Others,3.9160523414611816
8413719,Others,Others,3.8213140964508057
9166274,Others,Others,4.215738534927368
9474291,Others,Others,3.7285714149475098
10094562,Others,Others,3.6216013431549072
10445688,Others,Others,3.396606683731079
10999415,Others,Others,3.169692039489746
11221072,Others,Others,6.119753122329712
11693256,Others,Others,3.686288595199585
11818602,Others,Others,3.962606906890869
12304602,Others,Others,2.937384605407715
13635963,Others,Others,4.9542927742004395
14546804,Others,Others,3.1636385917663574
16041268,Others,Others,3.640838146209717
16914015,Others,Others,3.4910268783569336
17318380,Others,Others,7.426968097686768
19068921,Others,Others,4.176839351654053
20180074,Others,Others,4.905546426773071
21336372,Others,Others,3.6104538440704346
21954857,Others,Others,3.3684756755828857
22860931,Others,Others,3.554352283477783
23861804,Others,Others,3.7017593383789062
24653383,Others,Others,3.706984519958496
24799699,Others,Others,3.578160285949707
26098386,Others,Others,3.745245933532715
26354811,Others,Others,3.964329242706299
26590582,Others,Others,6.12791109085083
26852182,Others,Others,3.9446024894714355
28672041,Others,Others,3.040377616882324
29460577,Others,Others,5.471768856048584
29699484,Others,Others,3.224893808364868
30440710,Others,Others,4.084442377090454
31226121,Others,Others,4.055732727050781
32501557,Others,Others,4.928834915161133
33773074,Others,Others,7.60316801071167
34037661,Others,Others,4.91803503036499
35068723,Others,Others,3.640230894088745
35803842,Others,Others,2.5714616775512695
36350984,Others,Others,3.977336883544922
36597936,Others,Others,3.616441011428833
37615644,Others,Others,4.238751649856567
37873025,Others,Others,4.814080238342285
38147946,Others,Others,3.6222996711730957
38372396,Others,Others,3.9753215312957764
39213597,Others,Others,4.171000957489014
40003378,Others,Others,3.7834250926971436
40211220,Others,Others,4.290647506713867
40996472,Others,Others,4.734447479248047
41277988,Others,Others,4.319673538208008
41546028,Others,Others,4.494350433349609
41798940,Others,Others,4.221717596054077
42353005,Others,Others,4.730653762817383
42840986,Others,Others,3.8638367652893066
43654944,Others,Others,3.674927234649658
45475818,Others,Others,3.899153709411621
47384262,Others,Others,2.7529964447021484
48455762,Others,Others,2.899746894836426
50308902,Others,Others,3.4670071601867676
50882998,Others,Others,3.7566680908203125
51120033,Others,Others,2.7722315788269043
51944226,Others,Others,2.482165575027466
53277448,Others,Others,3.2301082611083984
53792566,Others,Others,3.9470338821411133
54048122,Others,Others,3.8132455348968506
55386192,Others,Others,5.079970359802246
55647213,Others,Others,5.050325393676758
56170761,Others,Others,4.9826319217681885
56444385,Others,Others,6.3143346309661865
58053382,Others,Others,3.6218318939208984
58849320,Others,Others,3.8884596824645996
59363415,Others,Others,3.9812662601470947
59664239,Others,Others,2.3356785774230957
60720515,Others,Others,3.8102197647094727
61030748,Others,Others,3.6858327388763428
62154960,Others,Others,7.560306549072266
65244757,Others,Others,3.988036870956421
65784109,Others,Others,3.056671142578125
66102412,Others,Others,2.6039140224456787
66665583,Others,Others,3.770285129547119
66947583,Others,Others,3.9288008213043213
67761433,Others,Others,3.4292516708374023
68360988,Others,Others,3.3780133724212646
68650725,Others,Others,2.807929754257202
68933879,Others,Others,4.456317663192749
70048072,Others,Others,5.1976354122161865
70330165,Others,Others,3.5523579120635986
70897242,Others,Others,3.3789541721343994
72894235,Others,Others,4.683336496353149
73753452,Tensors&Inputs,Others,3.9661102294921875
74348756,Others,Others,3.0711281299591064
75837550,Others,Others,3.7459628582000732
77165868,Others,Others,4.056571006774902
77688559,Others,Others,3.391907215118408
